48116-001,Sustainable and Climate-Resilient Land Management in the Western Regions,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8872,09/01/2015,1/9/2015,0,"Gansu Sheng, Guizhou Sheng, Inner Mongolia, Qinghai Sheng, Shaanxi, Sichuan Sheng","Agriculture, natural resources and rural development",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,East Asia Department,National Forestry and Grassland Administration,"Niu, Zhiming",Unnamed: 19,Unnamed: 20,Unnamed: 21,ADB URL
49004-001,"Strengthening Results-based Planning and Delivery of Agriculture, Natural Resources and Rural Development Investments in Indonesia and Viet Nam",Regional,Sovereign,Technical Assistance,Closed,8878,19/02/2015,2/19/2015,"225,000.00",Regional,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",,,,Southeast Asia Department,Asian Development Bank,"Quincieu, Eric",,,,https://www.adb.org/projects/49004-001/main
49004-001,"Strengthening Results-based Planning and Delivery of Agriculture, Natural Resources and Rural Development Investments in Indonesia and Viet Nam",Regional,Sovereign,Technical Assistance,Closed,8878,19/02/2015,2/19/2015,"225,000.00",Regional,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",,,,Southeast Asia Department,Asian Development Bank,"Quincieu, Eric",,,,https://www.adb.org/projects/49004-001/main
49004-001,"Strengthening Results-based Planning and Delivery of Agriculture, Natural Resources and Rural Development Investments in Indonesia and Viet Nam",Regional,Sovereign,Technical Assistance,Closed,8878,19/02/2015,2/19/2015,"225,000.00",Regional,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",,,,Southeast Asia Department,Asian Development Bank,"Quincieu, Eric",,,,https://www.adb.org/projects/49004-001/main
49004-001,"Strengthening Results-based Planning and Delivery of Agriculture, Natural Resources and Rural Development Investments in Indonesia and Viet Nam",Regional,Sovereign,Technical Assistance,Closed,8878,19/02/2015,2/19/2015,"225,000.00",Regional,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",,,,Southeast Asia Department,Asian Development Bank,"Quincieu, Eric",,,,https://www.adb.org/projects/49004-001/main
49004-001,"Strengthening Results-based Planning and Delivery of Agriculture, Natural Resources and Rural Development Investments in Indonesia and Viet Nam",Regional,Sovereign,Technical Assistance,Closed,8878,19/02/2015,2/19/2015,"225,000.00",Regional,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",,,,Southeast Asia Department,Asian Development Bank,"Quincieu, Eric",,,,https://www.adb.org/projects/49004-001/main
48054-001,Heilongjiang Jiamusi Irrigation and Drainage System Modernization,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8879,27/02/2015,2/27/2015,"800,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural drainage | Agricultural production | Irrigation | Rural water policy, institutional and capacity development | Water-based natural resources management | Urban flood protection",,,,East Asia Department,Jiamusi Municipal Government,"Kobayashi, Yoshiaki",,,,https://www.adb.org/projects/48054-001/main
48054-001,Heilongjiang Jiamusi Irrigation and Drainage System Modernization,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8879,27/02/2015,2/27/2015,"800,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural drainage | Agricultural production | Irrigation | Rural water policy, institutional and capacity development | Water-based natural resources management | Urban flood protection",,,,East Asia Department,Jiamusi Municipal Government,"Kobayashi, Yoshiaki",,,,https://www.adb.org/projects/48054-001/main
48054-001,Heilongjiang Jiamusi Irrigation and Drainage System Modernization,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8879,27/02/2015,2/27/2015,"800,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural drainage | Agricultural production | Irrigation | Rural water policy, institutional and capacity development | Water-based natural resources management | Urban flood protection",,,,East Asia Department,Jiamusi Municipal Government,"Kobayashi, Yoshiaki",,,,https://www.adb.org/projects/48054-001/main
48054-001,Heilongjiang Jiamusi Irrigation and Drainage System Modernization,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8879,27/02/2015,2/27/2015,"800,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural drainage | Agricultural production | Irrigation | Rural water policy, institutional and capacity development | Water-based natural resources management | Urban flood protection",,,,East Asia Department,Jiamusi Municipal Government,"Kobayashi, Yoshiaki",,,,https://www.adb.org/projects/48054-001/main
48054-001,Heilongjiang Jiamusi Irrigation and Drainage System Modernization,"China, People's Republic of",Sovereign,Technical Assistance,Closed,8879,27/02/2015,2/27/2015,"800,000.00",,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural drainage | Agricultural production | Irrigation | Rural water policy, institutional and capacity development | Water-based natural resources management | Urban flood protection",,,,East Asia Department,Jiamusi Municipal Government,"Kobayashi, Yoshiaki",,,,https://www.adb.org/projects/48054-001/main
42203-023,Northern Rural Infrastructure Development Sector Project - Due Diligence of Additional Financing,Lao People's Democratic Republic,Sovereign,Technical Assistance,Closed,8882,19/03/2015,3/19/2015,"225,000.00","Khoueng Bokeo, Khoueng Oudomxai, Khoueng Phongsali, Laos, Louangnamtha","Agriculture, natural resources and rural development",Rural market infrastructure,,,,Southeast Asia Department,Ministry of Agriculture and Forestry-Irrigation Dep,"Salter, Charles David",,,,https://www.adb.org/projects/42203-023/main
42203-023,Northern Rural Infrastructure Development Sector Project - Due Diligence of Additional Financing,Lao People's Democratic Republic,Sovereign,Technical Assistance,Closed,8882,19/03/2015,3/19/2015,"225,000.00","Khoueng Bokeo, Khoueng Oudomxai, Khoueng Phongsali, Laos, Louangnamtha","Agriculture, natural resources and rural development",Rural market infrastructure,,,,Southeast Asia Department,Ministry of Agriculture and Forestry-Irrigation Dep,"Salter, Charles David",,,,https://www.adb.org/projects/42203-023/main
42203-023,Northern Rural Infrastructure Development Sector Project - Due Diligence of Additional Financing,Lao People's Democratic Republic,Sovereign,Technical Assistance,Closed,8882,19/03/2015,3/19/2015,"225,000.00","Khoueng Bokeo, Khoueng Oudomxai, Khoueng Phongsali, Laos, Louangnamtha","Agriculture, natural resources and rural development",Rural market infrastructure,,,,Southeast Asia Department,Ministry of Agriculture and Forestry-Irrigation Dep,"Salter, Charles David",,,,https://www.adb.org/projects/42203-023/main
42203-023,Northern Rural Infrastructure Development Sector Project - Due Diligence of Additional Financing,Lao People's Democratic Republic,Sovereign,Technical Assistance,Closed,8882,19/03/2015,3/19/2015,"225,000.00","Khoueng Bokeo, Khoueng Oudomxai, Khoueng Phongsali, Laos, Louangnamtha","Agriculture, natural resources and rural development",Rural market infrastructure,,,,Southeast Asia Department,Ministry of Agriculture and Forestry-Irrigation Dep,"Salter, Charles David",,,,https://www.adb.org/projects/42203-023/main
42203-023,Northern Rural Infrastructure Development Sector Project - Due Diligence of Additional Financing,Lao People's Democratic Republic,Sovereign,Technical Assistance,Closed,8882,19/03/2015,3/19/2015,"225,000.00","Khoueng Bokeo, Khoueng Oudomxai, Khoueng Phongsali, Laos, Louangnamtha","Agriculture, natural resources and rural development",Rural market infrastructure,,,,Southeast Asia Department,Ministry of Agriculture and Forestry-Irrigation Dep,"Salter, Charles David",,,,https://www.adb.org/projects/42203-023/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
48409-001,Climate-Friendly Agribusiness Value Chains Sector Project,Regional,Sovereign,Technical Assistance,Closed,8897,12/05/2015,5/12/2015,0,Regional,"Agriculture, natural resources and rural development",,,,,Southeast Asia Department,Asian Development Bank,"Ancha, Srinivasan",,,,https://www.adb.org/projects/48409-001/main
47381-001,Mahaweli Water Security Investment Program,Sri Lanka,Sovereign,Loan,Active,88,24/06/2015,6/24/2015,"453,000,000.00","Dambulla, Elahera, Minipe","Agriculture, natural resources and rural development",Irrigation | Water-based natural resources management,,,,Sectors Group,,"Dabare, Krishanthi",,,,https://www.adb.org/projects/47381-001/main
43448-013,Bagmati River Basin Improvement Project,Nepal,Sovereign,Grant | Loan | Technical Assistance,Active,0367 | 3057 | 3816 | 8500 | 9803,31/10/2013,10/31/2013,"94,100,000.00","Bagmati River, Bagmati Zone, Bishnumati Khola, Kathmandu Valley, Kathmandu Valley, Nagmati Khola, Shivapuri, Sundarijal","Agriculture, natural resources and rural development",Rural flood protection | Water-based natural resources management,A,C,C,Sectors Group,Ministry of Urban Development,"Rana, Arun S.",,,,https://www.adb.org/projects/43448-013/main
43448-013,Bagmati River Basin Improvement Project,Nepal,Sovereign,Grant | Loan | Technical Assistance,Active,0367 | 3057 | 3816 | 8500 | 9803,31/10/2013,10/31/2013,"94,100,000.00","Bagmati River, Bagmati Zone, Bishnumati Khola, Kathmandu Valley, Kathmandu Valley, Nagmati Khola, Shivapuri, Sundarijal","Agriculture, natural resources and rural development",Rural flood protection | Water-based natural resources management,A,C,C,Sectors Group,Ministry of Urban Development,"Rana, Arun S.",,,,https://www.adb.org/projects/43448-013/main
43448-013,Bagmati River Basin Improvement Project,Nepal,Sovereign,Grant | Loan | Technical Assistance,Active,0367 | 3057 | 3816 | 8500 | 9803,31/10/2013,10/31/2013,"94,100,000.00","Bagmati River, Bagmati Zone, Bishnumati Khola, Kathmandu Valley, Kathmandu Valley, Nagmati Khola, Shivapuri, Sundarijal","Agriculture, natural resources and rural development",Rural flood protection | Water-based natural resources management,A,C,C,Sectors Group,Ministry of Urban Development,"Rana, Arun S.",,,,https://www.adb.org/projects/43448-013/main
43448-013,Bagmati River Basin Improvement Project,Nepal,Sovereign,Grant | Loan | Technical Assistance,Active,0367 | 3057 | 3816 | 8500 | 9803,31/10/2013,10/31/2013,"94,100,000.00","Bagmati River, Bagmati Zone, Bishnumati Khola, Kathmandu Valley, Kathmandu Valley, Nagmati Khola, Shivapuri, Sundarijal","Agriculture, natural resources and rural development",Rural flood protection | Water-based natural resources management,A,C,C,Sectors Group,Ministry of Urban Development,"Rana, Arun S.",,,,https://www.adb.org/projects/43448-013/main
43448-013,Bagmati River Basin Improvement Project,Nepal,Sovereign,Grant | Loan | Technical Assistance,Active,0367 | 3057 | 3816 | 8500 | 9803,31/10/2013,10/31/2013,"94,100,000.00","Bagmati River, Bagmati Zone, Bishnumati Khola, Kathmandu Valley, Kathmandu Valley, Nagmati Khola, Shivapuri, Sundarijal","Agriculture, natural resources and rural development",Rural flood protection | Water-based natural resources management,A,C,C,Sectors Group,Ministry of Urban Development,"Rana, Arun S.",,,,https://www.adb.org/projects/43448-013/main
34379-012,Northwest Irrigation Sector Project,Cambodia,Sovereign,Technical Assistance,Closed,3758,31/10/2001,10/31/2001,"1,200,000.00",,"Agriculture, natural resources and rural development",Irrigation,B,,,Southeast Asia Department,Ministry of Water Resources and Meteorology,"Goffeau, Alain",,,,https://www.adb.org/projects/34379-012/main
34379-012,Northwest Irrigation Sector Project,Cambodia,Sovereign,Technical Assistance,Closed,3758,31/10/2001,10/31/2001,"1,200,000.00",,"Agriculture, natural resources and rural development",Irrigation,B,,,Southeast Asia Department,Ministry of Water Resources and Meteorology,"Goffeau, Alain",,,,https://www.adb.org/projects/34379-012/main
34379-012,Northwest Irrigation Sector Project,Cambodia,Sovereign,Technical Assistance,Closed,3758,31/10/2001,10/31/2001,"1,200,000.00",,"Agriculture, natural resources and rural development",Irrigation,B,,,Southeast Asia Department,Ministry of Water Resources and Meteorology,"Goffeau, Alain",,,,https://www.adb.org/projects/34379-012/main
34379-012,Northwest Irrigation Sector Project,Cambodia,Sovereign,Technical Assistance,Closed,3758,31/10/2001,10/31/2001,"1,200,000.00",,"Agriculture, natural resources and rural development",Irrigation,B,,,Southeast Asia Department,Ministry of Water Resources and Meteorology,"Goffeau, Alain",,,,https://www.adb.org/projects/34379-012/main
34379-012,Northwest Irrigation Sector Project,Cambodia,Sovereign,Technical Assistance,Closed,3758,31/10/2001,10/31/2001,"1,200,000.00",,"Agriculture, natural resources and rural development",Irrigation,B,,,Southeast Asia Department,Ministry of Water Resources and Meteorology,"Goffeau, Alain",,,,https://www.adb.org/projects/34379-012/main
30552-013,Infrastructure for Rural Productivity Enhancement Sector Project,Philippines,Sovereign,Loan,Closed,1772,31/10/2000,10/31/2000,"75,000,000.00",,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",B,,,Southeast Asia Department,Dept. of Agriculture (Office of the Secretary),"Bui, Giap Minh",,,,https://www.adb.org/projects/30552-013/main
30552-013,Infrastructure for Rural Productivity Enhancement Sector Project,Philippines,Sovereign,Loan,Closed,1772,31/10/2000,10/31/2000,"75,000,000.00",,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",B,,,Southeast Asia Department,Dept. of Agriculture (Office of the Secretary),"Bui, Giap Minh",,,,https://www.adb.org/projects/30552-013/main
30552-013,Infrastructure for Rural Productivity Enhancement Sector Project,Philippines,Sovereign,Loan,Closed,1772,31/10/2000,10/31/2000,"75,000,000.00",,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",B,,,Southeast Asia Department,Dept. of Agriculture (Office of the Secretary),"Bui, Giap Minh",,,,https://www.adb.org/projects/30552-013/main
30552-013,Infrastructure for Rural Productivity Enhancement Sector Project,Philippines,Sovereign,Loan,Closed,1772,31/10/2000,10/31/2000,"75,000,000.00",,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",B,,,Southeast Asia Department,Dept. of Agriculture (Office of the Secretary),"Bui, Giap Minh",,,,https://www.adb.org/projects/30552-013/main
30552-013,Infrastructure for Rural Productivity Enhancement Sector Project,Philippines,Sovereign,Loan,Closed,1772,31/10/2000,10/31/2000,"75,000,000.00",,"Agriculture, natural resources and rural development","Agricultural policy, institutional and capacity development",B,,,Southeast Asia Department,Dept. of Agriculture (Office of the Secretary),"Bui, Giap Minh",,,,https://www.adb.org/projects/30552-013/main
49182-001,Support of ADB-USEPA Cooperation,Regional,Sovereign,Technical Assistance,Closed,8911,24/06/2015,6/24/2015,"45,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural policy, institutional and capacity development | Rural water policy, institutional and capacity development | Water-based natural resources management | Other urban services | Urban policy, institutional and capacity development",,,,Sustainable Development and Climate Change Department,Asian Development Bank,"Ferdausi, Shakil A.",,,,https://www.adb.org/projects/49182-001/main
47381-001,Mahaweli Water Security Investment Program,Sri Lanka,Sovereign,Loan,Active,88,24/06/2015,6/24/2015,"453,000,000.00","Dambulla, Elahera, Minipe","Agriculture, natural resources and rural development",Irrigation | Water-based natural resources management,,,,Sectors Group,,"Dabare, Krishanthi",,,,https://www.adb.org/projects/47381-001/main
49182-001,Support of ADB-USEPA Cooperation,Regional,Sovereign,Technical Assistance,Closed,8911,24/06/2015,6/24/2015,"45,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural policy, institutional and capacity development | Rural water policy, institutional and capacity development | Water-based natural resources management | Other urban services | Urban policy, institutional and capacity development",,,,Sustainable Development and Climate Change Department,Asian Development Bank,"Ferdausi, Shakil A.",,,,https://www.adb.org/projects/49182-001/main
47381-001,Mahaweli Water Security Investment Program,Sri Lanka,Sovereign,Loan,Active,88,24/06/2015,6/24/2015,"453,000,000.00","Dambulla, Elahera, Minipe","Agriculture, natural resources and rural development",Irrigation | Water-based natural resources management,,,,Sectors Group,,"Dabare, Krishanthi",,,,https://www.adb.org/projects/47381-001/main
49182-001,Support of ADB-USEPA Cooperation,Regional,Sovereign,Technical Assistance,Closed,8911,24/06/2015,6/24/2015,"45,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural policy, institutional and capacity development | Rural water policy, institutional and capacity development | Water-based natural resources management | Other urban services | Urban policy, institutional and capacity development",,,,Sustainable Development and Climate Change Department,Asian Development Bank,"Ferdausi, Shakil A.",,,,https://www.adb.org/projects/49182-001/main
47381-001,Mahaweli Water Security Investment Program,Sri Lanka,Sovereign,Loan,Active,88,24/06/2015,6/24/2015,"453,000,000.00","Dambulla, Elahera, Minipe","Agriculture, natural resources and rural development",Irrigation | Water-based natural resources management,,,,Sectors Group,,"Dabare, Krishanthi",,,,https://www.adb.org/projects/47381-001/main
49182-001,Support of ADB-USEPA Cooperation,Regional,Sovereign,Technical Assistance,Closed,8911,24/06/2015,6/24/2015,"45,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural policy, institutional and capacity development | Rural water policy, institutional and capacity development | Water-based natural resources management | Other urban services | Urban policy, institutional and capacity development",,,,Sustainable Development and Climate Change Department,Asian Development Bank,"Ferdausi, Shakil A.",,,,https://www.adb.org/projects/49182-001/main
47381-001,Mahaweli Water Security Investment Program,Sri Lanka,Sovereign,Loan,Active,88,24/06/2015,6/24/2015,"453,000,000.00","Dambulla, Elahera, Minipe","Agriculture, natural resources and rural development",Irrigation | Water-based natural resources management,,,,Sectors Group,,"Dabare, Krishanthi",,,,https://www.adb.org/projects/47381-001/main
49182-001,Support of ADB-USEPA Cooperation,Regional,Sovereign,Technical Assistance,Closed,8911,24/06/2015,6/24/2015,"45,000.00",Regional,"Agriculture, natural resources and rural development | Water and other urban infrastructure and services","Agricultural policy, institutional and capacity development | Rural water policy, institutional and capacity development | Water-based natural resources management | Other urban services | Urban policy, institutional and capacity development",,,,Sustainable Development and Climate Change Department,Asian Development Bank,"Ferdausi, Shakil A.",,,,https://www.adb.org/projects/49182-001/main
46049-002,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,"China, People's Republic of",Sovereign,Loan,Closed,3262,26/06/2015,6/26/2015,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services",Water-based natural resources management | Urban roads and traffic management | Other urban services | Urban solid waste management,B,B,A,East Asia Department,Xinjiang Uygur Autonomous Region Government,"Xia, Heng",,,,https://www.adb.org/projects/46049-002/main
46049-002,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,"China, People's Republic of",Sovereign,Loan,Closed,3262,26/06/2015,6/26/2015,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services",Water-based natural resources management | Urban roads and traffic management | Other urban services | Urban solid waste management,B,B,A,East Asia Department,Xinjiang Uygur Autonomous Region Government,"Xia, Heng",,,,https://www.adb.org/projects/46049-002/main
46049-002,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,"China, People's Republic of",Sovereign,Loan,Closed,3262,26/06/2015,6/26/2015,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services",Water-based natural resources management | Urban roads and traffic management | Other urban services | Urban solid waste management,B,B,A,East Asia Department,Xinjiang Uygur Autonomous Region Government,"Xia, Heng",,,,https://www.adb.org/projects/46049-002/main
46049-002,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,"China, People's Republic of",Sovereign,Loan,Closed,3262,26/06/2015,6/26/2015,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services",Water-based natural resources management | Urban roads and traffic management | Other urban services | Urban solid waste management,B,B,A,East Asia Department,Xinjiang Uygur Autonomous Region Government,"Xia, Heng",,,,https://www.adb.org/projects/46049-002/main
46049-002,Xinjiang Akesu Integrated Urban Development and Environment Improvement Project,"China, People's Republic of",Sovereign,Loan,Closed,3262,26/06/2015,6/26/2015,"150,000,000.00",Nation-wide,"Agriculture, natural resources and rural development | Transport | Water and other urban infrastructure and services",Water-based natural resources management | Urban roads and traffic management | Other urban services | Urban solid waste management,B,B,A,East Asia Department,Xinjiang Uygur Autonomous Region Government,"Xia, Heng",,,,https://www.adb.org/projects/46049-002/main
38411-043,Orissa Integrated Irrigated Agriculture and Water Management Investment Program - Project 2,India,Sovereign,Loan,Closed,3265,30/06/2015,6/30/2015,"120,000,000.00","Anandpur, Baitarani River, Brahmani River, Burhabalanga, Cuttack, Deogarh, Jagatsinghpur, Kendrapara, Mahanadi Delta, Odisha, Subarnarekha River, Udala","Agriculture, natural resources and rural development","Agricultural drainage | Agricultural production | Irrigation | Rural flood protection | Rural water policy, institutional and capacity development",B,B,A,South Asia Department,"Department of Water Resources, Gov't of Odisha","Yadav, Rajesh",,,,https://www.adb.org/projects/38411-043/main
43166-012,Advanced Project Preparedness for Poverty Reduction (Cluster TA),India,Sovereign,Technical Assistance,Closed,3,31/08/2009,8/31/2009,0,,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services",Rural water supply services | Electricity transmission and distribution | Energy efficiency and conservation | Public expenditure and fiscal management | Road transport (non-urban) | Urban water supply,,,,South Asia Department,"Department of Economic Affairs, Ministry of Finance","Iyengar, Kavita Srinivas",,,,https://www.adb.org/projects/43166-012/main
43166-012,Advanced Project Preparedness for Poverty Reduction (Cluster TA),India,Sovereign,Technical Assistance,Closed,3,31/08/2009,8/31/2009,0,,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services",Rural water supply services | Electricity transmission and distribution | Energy efficiency and conservation | Public expenditure and fiscal management | Road transport (non-urban) | Urban water supply,,,,South Asia Department,"Department of Economic Affairs, Ministry of Finance","Iyengar, Kavita Srinivas",,,,https://www.adb.org/projects/43166-012/main
43166-012,Advanced Project Preparedness for Poverty Reduction (Cluster TA),India,Sovereign,Technical Assistance,Closed,3,31/08/2009,8/31/2009,0,,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services",Rural water supply services | Electricity transmission and distribution | Energy efficiency and conservation | Public expenditure and fiscal management | Road transport (non-urban) | Urban water supply,,,,South Asia Department,"Department of Economic Affairs, Ministry of Finance","Iyengar, Kavita Srinivas",,,,https://www.adb.org/projects/43166-012/main
43166-012,Advanced Project Preparedness for Poverty Reduction (Cluster TA),India,Sovereign,Technical Assistance,Closed,3,31/08/2009,8/31/2009,0,,"Agriculture, natural resources and rural development | Energy | Public sector management | Transport | Water and other urban infrastructure and services",Rural water supply services | Electricity transmission and distribution | Energy efficiency and conservation | Public expenditure and fiscal management | Road transport (non-urban) | Urban water supply,,,,South Asia Department,"Department of Economic Affairs, Ministry of Finance","Iyengar, Kavita Srinivas",,,,https://www.adb.org/projects/43166-012/main
